game_date,season,Team,Relinquished,Notes,player
2016-11-27,2016-17,Bucks,Rashad Vaughn,placed on IL,Rashad Vaughn
2016-11-27,2016-17,Cavaliers,Iman Shumpert,sore/strained left hamstring (DTD),Iman Shumpert
2016-11-27,2016-17,Heat,Dion Waiters,strained right groin (DTD),Dion Waiters
2016-11-27,2016-17,Magic,Jeff Green,placed on IL with sore lower back,Jeff Green
2016-11-27,2016-17,Mavericks,Dirk Nowitzki,sore/strained right Achilles (DTD),Dirk Nowitzki
2016-11-27,2016-17,Nuggets,Gary Harris,placed on IL with right foot injury (DTD),Gary Harris
2016-11-27,2016-17,Pacers,Kevin Seraphin,sore left knee (DTD),Kevin Seraphin
2016-11-27,2016-17,Rockets,Bobby Brown,placed on IL,Bobby Brown
2016-11-27,2016-17,Suns,Jared Dudley,sore left foot (DTD),Jared Dudley
2016-11-27,2016-17,Nuggets,Will Barton,rehab of left ankle (DTD),Will Barton
2016-11-28,2016-17,76ers,Joel Embiid,rest (DTD),Joel Embiid
2016-11-28,2016-17,Heat,Dion Waiters,placed on IL with strained / torn (P) right groin,Dion Waiters
2016-11-28,2016-17,Heat,Tyler Johnson,oral surgery to replace lost tooth (DTD),Tyler Johnson
2016-11-28,2016-17,Hornets,Christian Wood,placed on IL,Christian Wood
2016-11-28,2016-17,Raptors,Delon Wright,placed on IL with recovering from arthroscopic surgery on right shoulder to repair torn labrum,Delon Wright
2016-11-28,2016-17,Warriors,James McAdoo ,placed on IL,James Michael McAdoo
2016-11-28,2016-17,Wizards,Ian Mahinmi,placed on IL with sore right knee,Ian Mahinmi
2016-11-29,2016-17,Clippers,Blake Griffin,rest (DTD),Blake Griffin
2016-11-29,2016-17,Grizzlies,Mike Conley Jr.,sore lower back (DTD),Mike Conley
2016-11-29,2016-17,Grizzlies,Vince Carter,sore right hip (DTD),Vince Carter
2016-11-29,2016-17,Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman
2016-11-29,2016-17,Pistons,Henry Ellenson,sprained right ankle (DTD),Henry Ellenson
2016-11-29,2016-17,Rockets,Kyle Wiltjer,placed on IL,Kyle Wiltjer
2016-11-29,2016-17,Spurs,Bryn Forbes,placed on IL,Bryn Forbes
2016-11-29,2016-17,Spurs,Nicolas Laprovittola,placed on IL,Nicolas Laprovittola
2017-01-30,2016-17,76ers,Joel Embiid,bruised left knee (out for season),Joel Embiid
2017-01-30,2016-17,Cavaliers,Kevin Love,lower back spasms (DTD),Kevin Love
2017-01-30,2016-17,Grizzlies,Deyonta Davis,placed on IL with left foot injury,Deyonta Davis
2017-01-30,2016-17,Lakers,Julius Randle,pneumonia (DTD),Julius Randle
2017-01-30,2016-17,Mavericks,Andrew Bogut,strained right hamstring (DTD),Andrew Bogut
2016-11-30,2016-17,Hawks,DeAndre Bembry,placed on IL,DeAndre' Bembry
2016-11-30,2016-17,Hawks,Paul Millsap,sore left hip (DTD),Paul Millsap
2016-11-30,2016-17,Heat,Josh Richardson,sore/sprained right ankle (DTD),Josh Richardson
2016-11-30,2016-17,Knicks,Courtney Lee,sprained left ankle (DTD),Courtney Lee
2016-11-30,2016-17,Knicks,Joakim Noah,placed on IL with sprained left ankle,Joakim Noah
2016-11-30,2016-17,Lakers,Nick Young,strained right calf (DTD),Nick Young
2016-11-30,2016-17,Mavericks,Dirk Nowitzki,placed on IL with strained right Achilles,Dirk Nowitzki
2016-11-30,2016-17,Nuggets,Darrell Arthur,illness (DTD),Darrell Arthur
2016-11-30,2016-17,Pacers,Kevin Seraphin,placed on IL with sore left knee,Kevin Seraphin
2016-11-30,2016-17,Spurs, Tony Parker,rest (DTD),Tony Parker
2016-11-30,2016-17,Spurs,Manu Ginobili,placed on IL for rest,Manu Ginobili
2016-11-30,2016-17,Spurs,Pau Gasol,placed on IL for rest,Pau Gasol
2016-11-30,2016-17,Timberwolves,Brandon Rush,placed on IL with toe injury,Brandon Rush
2016-12-01,2016-17,Bucks,Steve Novak,placed on IL,Steve Novak
2016-12-01,2016-17,Cavaliers,Mike Dunleavy Jr.,placed on IL with concussion,Mike Dunleavy
2016-12-01,2016-17,Heat,Derrick Williams,back spasms (DTD),Derrick Williams
2016-12-01,2016-17,Jazz,George Hill,sprained left big toe (DTD),George Hill
2016-12-01,2016-17,Jazz,Rodney Hood,strained right hamstring (DTD),Rodney Hood
2016-12-01,2016-17,Mavericks,Andrew Bogut,rest (DTD),Andrew Bogut
2016-12-01,2016-17,Mavericks,Seth Curry,bruised/strained/sprained right knee (DTD),Seth Curry
2016-12-01,2016-17,Rockets,Bobby Brown,placed on IL,Bobby Brown
2016-12-01,2016-17,Warriors,Anderson Varejao,placed on IL,Anderson Varejao
2016-12-02,2016-17,76ers,Robert Covington,sprained left ankle (DTD),Robert Covington
2016-12-02,2016-17,Celtics,Jordan Mickey,placed on IL,Jordan Mickey
2016-12-02,2016-17,Clippers,J.J. Redick,rest (DTD),JJ Redick
2016-12-02,2016-17,Knicks,Courtney Lee,placed on IL with sprained left ankle (DTD),Courtney Lee
2016-12-02,2016-17,Nuggets,Nikola Jokic,placed on IL with sore left wrist,Nikola Jokic
2016-12-02,2016-17,Pistons,Henry Ellenson,placed on IL with sprained right ankle (DTD),Henry Ellenson
2016-12-02,2016-17,Raptors,DeMarre Carroll,rest (DTD),DeMarre Carroll
2016-12-02,2016-17,Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku
2016-12-02,2016-17,Spurs, Tony Parker,placed on IL with bruised left quadriceps,Tony Parker
2016-12-02,2016-17,Spurs,Bryn Forbes,placed on IL,Bryn Forbes
2016-12-03,2016-17,76ers,Joel Embiid,rest (DTD),Joel Embiid
2016-12-03,2016-17,76ers,Robert Covington,sprained left knee (DTD),Robert Covington
2016-12-03,2016-17,Bulls,Dwyane Wade,DNP,Dwyane Wade
2016-12-03,2016-17,Hawks,Paul Millsap,placed on IL with sore left hip,Paul Millsap
2016-12-03,2016-17,Lakers,Larry Nance Jr.,bruised/sore right knee (DTD),Larry Nance Jr.
2016-12-03,2016-17,Nets,Trevor Booker,illness (DTD),Trevor Booker
2016-12-03,2016-17,Warriors,James McAdoo ,placed on IL,James Michael McAdoo
2016-12-04,2016-17,Pacers,Georges Niang,placed on IL,Georges Niang
2016-12-04,2016-17,Pacers,Rakeem Christmas,placed on IL,Rakeem Christmas
2016-12-04,2016-17,Pistons,Michael Gbinije,placed on IL,Michael Gbinije
2016-12-04,2016-17,Knicks,Maurice N'dour,placed on IL,Maurice Ndour
2016-12-05,2016-17,76ers,Jahlil Okafor,gastroenteritis (DTD),Jahlil Okafor
2016-12-05,2016-17,Blazers,Tim Quarterman,placed on IL,Tim Quarterman
2016-12-05,2016-17,Cavaliers,J.R. Smith,bruised / hyperextended (CBC) left knee (DTD),JR Smith
2016-12-05,2016-17,Cavaliers,Kay Felder,placed on IL,Kay Felder
2016-12-05,2016-17,Celtics,James Young,placed on IL with illness,James Young
2016-12-05,2016-17,Hawks,DeAndre Bembry,placed on IL,DeAndre' Bembry
2016-12-05,2016-17,Heat,James Johnson,strained rotator cuff in right shoulder (DTD),James Johnson
2016-12-05,2016-17,Lakers,Jose Calderon,placed on IL with strained right hamstring,Jose Calderon
2016-12-05,2016-17,Pelicans,E'Twaun Moore,sore toe (DTD),E'Twaun Moore
2016-12-05,2016-17,Pelicans,Jrue Holiday,turf toe (DTD),Jrue Holiday
2016-12-05,2016-17,Spurs,Dejounte Murray,placed on IL,Dejounte Murray
2016-12-05,2016-17,Warriors,Anderson Varejao,placed on IL,Anderson Varejao
2016-12-05,2016-17,Nets,Yogi Ferrell,placed on IL,Yogi Ferrell
2016-12-05,2016-17,Grizzlies,Brandan Wright,left ankle injury (DTD),Brandan Wright
2016-12-05,2016-17,Nets,Caris LeVert,sore foot (DTD),Caris LeVert
2016-12-06,2016-17,76ers,Joel Embiid,rest (DTD),Joel Embiid
2016-12-06,2016-17,Celtics,Isaiah Thomas,sore/strained groin (DTD),Isaiah Thomas
2016-12-06,2016-17,Grizzlies,Brandan Wright,placed on IL with left ankle injury,Brandan Wright
2016-12-06,2016-17,Grizzlies,Mike Conley Jr.,placed on IL with sore lower back,Mike Conley
2016-12-06,2016-17,Heat,Luke Babbitt,strained right hip flexor (DTD),Luke Babbitt
2016-12-06,2016-17,Knicks,Marshall Plumlee,placed on IL,Marshall Plumlee
2016-12-06,2016-17,Lakers,Tarik Black,sprained right ankle (DTD),Tarik Black
2016-12-06,2016-17,Mavericks,Andrew Bogut,bone bruise in right knee (DTD),Andrew Bogut
2016-12-06,2016-17,Pistons,Michael Gbinije,placed on IL,Michael Gbinije
2016-12-06,2016-17,Spurs, Tony Parker,placed on IL with bruised left knee / thigh,Tony Parker
2016-12-06,2016-17,Spurs,Manu Ginobili,rest (DTD),Manu Ginobili
2016-12-06,2016-17,Timberwolves,John Lucas III,placed on IL,John Lucas III
2016-12-07,2016-17,Cavaliers,J.R. Smith,placed on IL with hyperextended left knee,JR Smith
2016-12-07,2016-17,Celtics,Isaiah Thomas,placed on IL with sore/strained groin,Isaiah Thomas
2016-12-07,2016-17,Hawks,Kent Bazemore,placed on IL with sore right knee,Kent Bazemore
2016-12-07,2016-17,Heat,Rodney McGruder,sore ankle (DTD),Rodney McGruder
2016-12-07,2016-17,Jazz,Rodney Hood,strained/sore right hamstring (DTD),Rodney Hood
2016-12-07,2016-17,Knicks,Derrick Rose,placed on IL with sore/strained lower back,Derrick Rose
2016-12-07,2016-17,Nuggets,Jamal Murray,bruised left quadricep (DTD),Jamal Murray
2016-12-07,2016-17,Nuggets,Malik Beasley,placed on IL,Malik Beasley
2016-12-07,2016-17,Rockets,Donatas Motiejunas,placed on IL,Donatas Motiejunas
2016-12-07,2016-17,Hornets,Aaron Harrison,placed on IL,Aaron Harrison
2016-12-07,2016-17,Nets,Chris McCullough,placed on IL,Chris McCullough
2016-12-08,2016-17,Blazers,Moe Harkless,placed on IL with sprained left ankle,Maurice Harkless
2016-12-08,2016-17,Bulls,R.J. Hunter,placed on IL,RJ Hunter
2016-12-08,2016-17,Jazz,Gordon Hayward,left finger injury (DTD),Gordon Hayward
2016-12-08,2016-17,Nuggets,Emmanuel Mudiay,placed on IL with sprained right ankle,Emmanuel Mudiay
2016-12-08,2016-17,Spurs,Bryn Forbes,placed on IL,Bryn Forbes
2016-12-08,2016-17,Warriors,James McAdoo ,placed on IL,James Michael McAdoo
2016-12-08,2016-17,Warriors,Shaun Livingston,placed on IL for rest,Shaun Livingston
2016-12-09,2016-17,Celtics,Jordan Mickey,placed on IL,Jordan Mickey
2016-12-09,2016-17,Kings,Matt Barnes,rest (DTD),Matt Barnes
2016-12-09,2016-17,Knicks,Maurice N'dour,placed on IL,Maurice Ndour
2016-12-09,2016-17,Raptors,Bruno Caboclo,sore right knee (DTD),Bruno Caboclo
2016-12-09,2016-17,Raptors,DeMarre Carroll,rest (DTD),DeMarre Carroll
2016-12-09,2016-17,Timberwolves,Nemanja Bjelica,placed on IL with sore right ankle,Nemanja Bjelica
2016-12-10,2016-17,76ers,Joel Embiid,right elbow inflammation / rest (DTD),Joel Embiid
2016-12-10,2016-17,Blazers,Al-Farouq Aminu,back injury (DTD),Al-Farouq Aminu
2016-12-10,2016-17,Blazers,Tim Quarterman,placed on IL,Tim Quarterman
2016-12-10,2016-17,Clippers,Blake Griffin,sore right knee (DTD),Blake Griffin
2016-12-10,2016-17,Magic,Nikola Vucevic,placed on IL with bruised lower back,Nikola Vucevic
2016-12-10,2016-17,Nets,Justin Hamilton ,migraine headache (DTD),Justin Hamilton
2016-12-10,2016-17,Nuggets,Malik Beasley,placed on IL,Malik Beasley
2016-12-10,2016-17,Nuggets,Wilson Chandler,right hip injury (DTD),Wilson Chandler
2016-12-10,2016-17,Pelicans,Anthony Davis,rest (DTD),Anthony Davis
2016-12-10,2016-17,Warriors,Andre Iguodala,placed on IL,Andre Iguodala
2016-12-10,2016-17,Warriors,Kevon Looney,placed on IL with ankle injury,Kevon Looney
2016-12-10,2016-17,Warriors,Zaza Pachulia,bruised right wrist (DTD),Zaza Pachulia
2016-12-11,2016-17,76ers,Jerryd Bayless,placed on IL with sore left wrist (out for season),Jerryd Bayless
2016-12-11,2016-17,76ers,Sergio Rodriguez,flu/gastroenteritis (DTD),Sergio Rodriguez
2016-12-11,2016-17,Clippers,Austin Rivers,concussion (DTD),Austin Rivers
2016-12-11,2016-17,Knicks,Kyle O'Quinn,placed on IL with sprained right ankle,Kyle O'Quinn
2016-12-11,2016-17,Lakers,Tarik Black,placed on IL with sprained right ankle,Tarik Black
2016-12-11,2016-17,Pistons,Kentavious Caldwell-Pope,placed on IL with bruised right knee,Kentavious Caldwell-Pope
2016-12-11,2016-17,Warriors,Damian Jones,placed on IL,Damian Jones
2016-12-11,2016-17,Warriors,Zaza Pachulia,placed on IL with bruised right wrist,Zaza Pachulia
2016-12-12,2016-17,Kings,Matt Barnes,rest (DTD),Matt Barnes
2016-12-12,2016-17,Nets,Justin Hamilton ,placed on IL,Justin Hamilton
2016-12-12,2016-17,Nuggets,Darrell Arthur,sore knee (DTD),Darrell Arthur
2016-12-12,2016-17,Pacers,Monta Ellis,placed on IL with strained right groin,Monta Ellis
2016-12-12,2016-17,Suns,Alex Len,bruised right hip (DTD),Alex Len
2016-12-13,2016-17,Blazers,Al-Farouq Aminu,placed on IL with bruised back,Al-Farouq Aminu
2016-12-13,2016-17,Bulls,Rajon Rondo,placed on IL with sprained right ankle,Rajon Rondo
2016-12-13,2016-17,Cavaliers,Kyrie Irving,placed on IL for rest,Kyrie Irving
2016-12-13,2016-17,Grizzlies,Marc Gasol,rest (DTD),Marc Gasol
2016-12-13,2016-17,Hawks, Mike Scott,placed on IL,Mike Scott
2016-12-13,2016-17,Knicks,Marshall Plumlee,placed on IL,Marshall Plumlee
2016-12-13,2016-17,Magic,C.J. Wilcox,placed on IL,C.J. Wilcox
2016-12-13,2016-17,Thunder,Victor Oladipo,sprained right wrist (DTD),Victor Oladipo
2016-12-13,2016-17,Timberwolves,John Lucas III,placed on IL,John Lucas III
2016-12-13,2016-17,Warriors,James McAdoo ,placed on IL,James Michael McAdoo
2016-12-14,2016-17,76ers,Nerlens Noel,sprained left ankle (DTD),Nerlens Noel
2016-12-14,2016-17,Bucks,Michael Beasley,sprained left foot (DTD),Michael Beasley
2016-12-14,2016-17,Cavaliers,Kevin Love,rest (DTD),Kevin Love
2016-12-14,2016-17,Cavaliers,LeBron James,rest (DTD),LeBron James
2016-12-14,2016-17,Celtics,Gerald Green ,placed on IL with sore left hip,Gerald Green
2016-12-14,2016-17,Clippers,Luc Mbah a Moute,sprained right shoulder (DTD),Luc Mbah a Moute
2016-12-14,2016-17,Grizzlies,Deyonta Davis,plantar fasciitis in left foot (DTD),Deyonta Davis
2016-12-14,2016-17,Jazz,George Hill,placed on IL with sprained left big toe,George Hill
2016-12-14,2016-17,Kings,Ben McLemore,placed on IL for quadriceps injury / rest,Ben McLemore
2016-12-14,2016-17,Kings,DeMarcus Cousins,rest (DTD),DeMarcus Cousins
2016-12-14,2016-17,Kings,Rudy Gay,placed on IL for right hip flexor injury,Rudy Gay
2016-12-14,2016-17,Knicks,Derrick Rose,back spasms (DTD),Derrick Rose
2016-12-14,2016-17,Nets,Jeremy Lin,placed on IL with sore back / tightness in back,Jeremy Lin
2016-12-14,2016-17,Pelicans,Tim Frazier,sprained right wrist (DTD),Tim Frazier
2016-12-14,2016-17,Pistons,Henry Ellenson,placed on IL,Henry Ellenson
2016-12-14,2016-17,Raptors,Lucas Nogueira,sore right knee (DTD),Lucas Nogueira
2016-12-14,2016-17,Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku
2016-12-14,2016-17,Spurs,LaMarcus Aldridge,placed on IL for rest,LaMarcus Aldridge
2016-12-14,2016-17,Wizards,Markieff Morris,sore left foot (DTD),Markieff Morris
2016-12-15,2016-17,76ers,Jerryd Bayless,surgery on left wrist to repair torn ligament (out for season),Jerryd Bayless
2016-12-15,2016-17,Bucks,Michael Beasley,placed on IL with sprained left foot,Michael Beasley
2016-12-15,2016-17,Bulls,R.J. Hunter,placed on IL,RJ Hunter
2016-12-15,2016-17,Knicks,Carmelo Anthony,placed on IL with sore right shoulder,Carmelo Anthony
2016-12-15,2016-17,Knicks,Derrick Rose,placed on IL with sore lower back,Derrick Rose
2016-12-15,2016-17,Nuggets,Alonzo Gee,placed on IL,Alonzo Gee
2016-12-15,2016-17,Pacers,Rodney Stuckey,sore/strained left hamstring (DTD),Rodney Stuckey
2016-12-15,2016-17,Pelicans,Tim Frazier,placed on IL with sprained right wrist,Tim Frazier
2016-12-15,2016-17,Suns,Alex Len,placed on IL,Alex Len
2016-12-15,2016-17,Warriors,Damian Jones,placed on IL,Damian Jones
2016-12-16,2016-17,76ers,Hollis Thompson,sore right knee (DTD),Hollis Thompson
2016-12-16,2016-17,Cavaliers,Chris Andersen,torn ACL in right knee (out for season),Chris Andersen
2016-12-16,2016-17,Celtics,Demetrius Jackson,placed on IL,Demetrius Jackson
2016-12-16,2016-17,Grizzlies,Wade Baldwin IV,placed on IL,Wade Baldwin IV
2016-12-16,2016-17,Heat,Tyler Johnson,illness (DTD),Tyler Johnson
2016-12-16,2016-17,Kings,Omri Casspi,placed on IL with illness,Omri Casspi
2016-12-16,2016-17,Lakers,Ivica Zubac,placed on IL,Ivica Zubac
2016-12-16,2016-17,Magic,C.J. Wilcox,placed on IL,C.J. Wilcox
2016-12-16,2016-17,Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman
2016-12-16,2016-17,Nets,Justin Hamilton ,placed on IL,Justin Hamilton
2016-12-16,2016-17,Pelicans,Solomon Hill,personal reasons (DTD),Solomon Hill
2016-12-16,2016-17,Pelicans,Tyreke Evans,placed on IL for rest,Tyreke Evans
2016-12-16,2016-17,Rockets,Bobby Brown,placed on IL,Bobby Brown
2016-12-17,2016-17,Cavaliers,Chris Andersen,placed on IL with torn ACL in right knee,Chris Andersen
2016-12-17,2016-17,Hawks,DeAndre Bembry,placed on IL,DeAndre' Bembry
2016-12-17,2016-17,Heat,Wayne Ellington,strained right hamstring (DTD),Wayne Ellington
2016-12-17,2016-17,Knicks,Marshall Plumlee,placed on IL,Marshall Plumlee
2016-12-17,2016-17,Lakers,D'Angelo Russell,placed on IL for rest,D'Angelo Russell
2016-12-17,2016-17,Lakers,Tarik Black,sore right ankle (DTD),Tarik Black
2016-12-17,2016-17,Pistons,Jon Leuer,placed on IL with back spasms,Jon Leuer
2016-12-17,2016-17,Suns,Derrick Jones Jr.,placed on IL,Derrick Jones Jr.
2016-12-17,2016-17,Suns,John Jenkins,placed on IL,John Jenkins
2016-12-17,2016-17,Warriors,Anderson Varejao,placed on IL,Anderson Varejao
2016-12-18,2016-17,76ers,Nik Stauskas,sore left knee (DTD),Nik Stauskas
2016-12-18,2016-17,Celtics,Jordan Mickey,placed on IL,Jordan Mickey
2016-12-18,2016-17,Nets,Spencer Dinwiddie,placed on IL,Spencer Dinwiddie
2016-12-18,2016-17,Raptors,Cory Joseph,flu (DTD),Cory Joseph
2016-12-18,2016-17,Wizards,Jason Smith,strained right hamstring (DTD),Jason Smith
2016-12-18,2016-17,Wizards,Kelly Oubre Jr.,concussion (DTD),Kelly Oubre Jr.
2016-12-18,2016-17,Spurs,Bryn Forbes,placed on IL,Bryn Forbes
2016-12-19,2016-17,Cavaliers,Kevin Love,bruised left knee (DTD),Kevin Love
2016-12-19,2016-17,Clippers,Blake Griffin,arthroscopic surgery on right knee (out indefinitely) (date approximate),Blake Griffin
2016-12-19,2016-17,Hawks,Dwight Howard,placed on IL with sore back,Dwight Howard
2016-12-19,2016-17,Heat,Rodney McGruder,sprained left ankle (DTD),Rodney McGruder
2016-12-19,2016-17,Mavericks,Andrew Bogut,placed on IL with bone bruise in right knee,Andrew Bogut
2016-12-19,2016-17,Pistons,Michael Gbinije,placed on IL,Michael Gbinije
2016-12-19,2016-17,Rockets,Clint Capela,fractured fibula in left leg (out indefinitely),Clint Capela
2016-12-19,2016-17,Thunder,Victor Oladipo,placed on IL with sprained right wrist,Victor Oladipo
2016-12-20,2016-17,Blazers,Evan Turner,sprained left ankle (DTD),Evan Turner
2016-12-20,2016-17,Celtics,James Young,placed on IL,James Young
2016-12-20,2016-17,Clippers,Blake Griffin,placed on IL with arthroscopic surgery on right knee,Blake Griffin
2016-12-20,2016-17,Jazz,Derrick Favors,rehab of left knee (DTD),Derrick Favors
2016-12-20,2016-17,Kings,Omri Casspi,illness (DTD),Omri Casspi
2016-12-20,2016-17,Lakers,Tarik Black,placed on IL with sore right ankle,Tarik Black
2016-12-20,2016-17,Nets,Brook Lopez,placed on IL for rest,Brook Lopez
2016-12-20,2016-17,Nets,Isaiah Whitehead,sore left foot (DTD),Isaiah Whitehead
2016-12-20,2016-17,Pelicans,Tyreke Evans,placed on IL,Tyreke Evans
2016-12-20,2016-17,Rockets,Clint Capela,placed on IL with fractured fibula in left leg,Clint Capela
2016-12-20,2016-17,Warriors,James McAdoo ,placed on IL,James Michael McAdoo
2016-12-20,2016-17,Knicks,Maurice N'dour,placed on IL,Maurice Ndour
2016-12-21,2016-17,Blazers,Evan Turner,placed on IL with sprained left ankle,Evan Turner
2016-12-21,2016-17,Cavaliers,J.R. Smith,fractured right thumb (out indefinitely),JR Smith
2016-12-21,2016-17,Grizzlies,Deyonta Davis,placed on IL with plantar fasciitis in left foot (DTD),Deyonta Davis
2016-12-21,2016-17,Hawks,Tim Hardaway Jr.,sore groin (DTD),Tim Hardaway Jr.
2016-12-21,2016-17,Jazz,Dante Exum,patellar tendinitis in left knee (DTD),Dante Exum
2016-12-21,2016-17,Jazz,Rodney Hood,flu (DTD),Rodney Hood
2016-12-21,2016-17,Lakers,Larry Nance Jr.,bone bruise in left knee (DTD),Larry Nance Jr.
2016-12-21,2016-17,Pelicans,Reggie Williams,placed on IL,Reggie Williams
2016-12-22,2016-17,Celtics,Jordan Mickey,placed on IL,Jordan Mickey
2016-12-22,2016-17,Lakers,Larry Nance Jr.,bone bruise in left knee (DTD),Larry Nance Jr.
2016-12-22,2016-17,Nets,Isaiah Whitehead,placed on IL with sore left foot,Isaiah Whitehead
2016-12-22,2016-17,Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku
2016-12-22,2016-17,Spurs,Manu Ginobili,placed on IL for rest,Manu Ginobili
2016-12-22,2016-17,Spurs,Nicolas Laprovittola,placed on IL,Nicolas Laprovittola
2016-12-23,2016-17,76ers,Nik Stauskas,bruised right knee (DTD),Nik Stauskas
2016-12-23,2016-17,76ers,Richaun Holmes,concussion (DTD),Richaun Holmes
2016-12-23,2016-17,Bucks,Rashad Vaughn,placed on IL with sprained left ankle,Rashad Vaughn
2016-12-23,2016-17,Cavaliers,J.R. Smith,surgery on right thumb to repair fracture (out indefinitely),JR Smith
