game_id,team_id_a,team_id_b,away_home_a
21000785,1610612742,1610612743,0
21000786,1610612766,1610612751,1
21000787,1610612754,1610612750,1
21000788,1610612740,1610612753,0
21000789,1610612755,1610612759,1
21000790,1610612757,1610612761,0
21000791,1610612739,1610612746,1
21000792,1610612765,1610612748,1
21000793,1610612747,1610612752,0
21000794,1610612763,1610612749,1
21000795,1610612756,1610612762,0
21000796,1610612737,1610612766,1
21000797,1610612751,1610612752,1
21000798,1610612759,1610612764,0
21000799,1610612750,1610612755,1
21000800,1610612741,1610612740,0
21000801,1610612742,1610612745,0
21000802,1610612754,1610612749,0
21000803,1610612760,1610612758,0
21000804,1610612738,1610612748,1
21000805,1610612747,1610612753,0
21000806,1610612739,1610612764,1
21000807,1610612765,1610612757,1
21000808,1610612746,1610612761,0
21000809,1610612743,1610612763,0
21000810,1610612756,1610612758,1
21000811,1610612744,1610612760,1
21000812,1610612766,1610612747,1
21000813,1610612751,1610612759,1
21000814,1610612737,1610612765,0
21000815,1610612746,1610612749,0
21000816,1610612750,1610612757,1
21000817,1610612743,1610612745,0
21000818,1610612754,1610612748,1
21000819,1610612766,1610612741,0
21000820,1610612763,1610612755,1
21000821,1610612760,1610612758,1
21000822,1610612756,1610612762,1
21000823,1610612744,1610612740,1
21000824,1610612753,1610612764,1
21000825,1610612748,1610612761,0
21000826,1610612738,1610612751,1
21000827,1610612739,1610612747,1
21000828,1610612765,1610612754,1
21000829,1610612737,1610612752,0
21000830,1610612746,1610612750,0
21000831,1610612742,1610612758,1
21000832,1610612745,1610612755,1
21000833,1610612743,1610612749,0
21000834,1610612744,1610612762,0
21000835,1610612740,1610612757,0
21000836,1610612741,1610612759,1
21000837,1610612742,1610612756,0
21000838,1610612766,1610612761,1
21000839,1610612754,1610612764,0
21000840,1610612765,1610612745,1
21000841,1610612748,1610612758,1
21000842,1610612749,1610612750,1
21000843,1610612746,1610612760,0
21000844,1610612743,1610612763,1
21000845,1610612738,1610612744,0
21000846,1610612737,1610612747,0
21000847,1610612739,1610612745,1
21000848,1610612765,1610612754,0
21000849,1610612753,1610612758,1
21000850,1610612755,1610612764,1
21000851,1610612741,1610612761,0
21000852,1610612749,1610612752,0
21000853,1610612763,1610612750,0
21000854,1610612746,1610612740,0
21000855,1610612760,1610612759,0
21000856,1610612742,1610612762,1
21000857,1610612737,1610612756,0
21000858,1610612747,1610612757,0
21000859,1610612741,1610612748,1
21000860,1610612738,1610612743,0
21000861,1610612766,1610612758,1
21000862,1610612754,1610612762,1
21000863,1610612765,1610612755,0
21000864,1610612756,1610612761,0
21000865,1610612739,1610612752,1
21000866,1610612748,1610612764,1
