GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0020601104,1610612760,SEA,Seattle,1740,Rashard Lewis,F,,30:44,95.4,92.6,149.3,149.1,-53.9,-56.5,0.083,0.5,5.9,0.038,0.067,0.049,11.8,0.654,0.684,0.267,0.274,82.25,83.56,69.63,54,0.119
0020601104,1610612760,SEA,Seattle,2404,Chris Wilcox,F,,29:11,109.7,111.8,149.1,144.0,-39.4,-32.2,0.063,1.0,7.1,0.043,0.083,0.057,7.1,0.7,0.791,0.228,0.228,82.42,83.05,69.21,51,0.121
0020601104,1610612760,SEA,Seattle,2555,Nick Collison,C,,26:24,88.4,87.2,147.1,146.8,-58.7,-59.6,0.071,0.5,10.0,0.091,0.154,0.114,20.0,0.333,0.41,0.176,0.179,84.84,85.45,71.21,47,0.011
0020601104,1610612760,SEA,Seattle,2863,Damien Wilkins,G,,31:01,123.0,129.1,122.4,123.2,0.6,5.9,0.037,1.0,16.7,0.0,0.095,0.044,16.7,0.5,0.5,0.083,0.082,88.27,85.89,71.57,55,0.0
0020601104,1610612760,SEA,Seattle,2557,Luke Ridnour,G,,25:10,94.5,91.1,143.1,143.2,-48.6,-52.1,0.2,0.0,30.0,0.0,0.333,0.125,0.0,0.143,0.143,0.143,0.148,83.39,84.87,70.73,45,0.012
0020601104,1610612760,SEA,Seattle,2248,Earl Watson,,,23:13,97.7,97.6,142.1,143.6,-44.5,-46.0,0.308,2.0,30.8,0.053,0.167,0.097,15.4,0.417,0.546,0.196,0.2,83.07,82.7,68.92,41,0.079
0020601104,1610612760,SEA,Seattle,101130,Johan Petro,,,28:25,114.4,116.0,114.3,120.0,0.0,-4.0,0.063,0.5,5.3,0.042,0.087,0.064,10.5,0.438,0.438,0.321,0.329,87.18,84.47,70.39,50,0.064
0020601104,1610612760,SEA,Seattle,101153,Mickael Gelabale,,,20:19,111.6,122.9,100.1,105.6,11.5,17.3,0.125,0.0,33.3,0.056,0.0,0.027,0.0,0.5,0.45,0.103,0.099,90.35,83.87,69.89,35,0.04
0020601104,1610612760,SEA,Seattle,2366,Mike Wilks,,,13:33,113.1,121.7,92.7,100.0,20.4,21.7,0.364,0.0,50.0,0.0,0.0,0.0,0.0,0.667,0.694,0.154,0.149,91.61,85.02,70.85,23,0.25
0020601104,1610612760,SEA,Seattle,200754,Mouhamed Sene,,,12:00,114.2,123.8,78.9,86.4,35.3,37.4,0.0,0.0,0.0,0.0,0.071,0.04,0.0,0.667,0.667,0.261,0.253,93.68,86.0,71.67,21,0.158
0020601104,1610612760,SEA,Seattle,2810,Andre Brown,,NWT,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0020601104,1610612760,SEA,Seattle,1504,Danny Fortson,,NWT,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0020601104,1610612759,SAS,San Antonio,1477,Bruce Bowen,F,,28:12,142.4,142.9,90.7,89.8,51.7,53.1,0.053,1.0,9.1,0.0,0.0,0.0,9.1,1.0,1.0,0.189,0.188,83.13,83.4,69.5,49,0.122
