GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021700646,1610612744,Warriors,GSW,Golden State,240:00,115.5,114.6,101.2,104.9,14.2,9.7,0.805,1.94,22.3,0.333,0.696,0.529,16.634,16.5,0.553,0.601,1.0,0.2,104.44,103.0,85.83,103,0.565
0021700646,1610612739,Cavaliers,CLE,Cleveland,240:00,101.2,104.9,115.5,114.6,-14.2,-9.7,0.605,1.73,18.0,0.304,0.667,0.471,14.061,14.6,0.495,0.521,1.0,0.199,104.44,103.0,85.83,103,0.435
0021700647,1610612762,Jazz,UTA,Utah,240:00,101.6,104.4,121.7,121.1,-20.0,-16.7,0.306,0.85,9.8,0.234,0.784,0.476,14.057,14.4,0.5,0.531,1.0,0.197,91.04,90.0,75.0,90,0.414
0021700647,1610612754,Pacers,IND,Indiana,240:00,121.7,121.1,101.6,104.4,20.0,16.7,0.634,1.86,21.0,0.216,0.766,0.524,15.625,15.6,0.623,0.652,1.0,0.199,91.04,90.0,75.0,90,0.586
0021700648,1610612746,Clippers,LAC,LA,240:00,109.9,114.1,100.0,102.0,10.0,12.1,0.682,1.58,21.9,0.194,0.684,0.495,18.482,19.2,0.62,0.644,1.0,0.195,102.42,99.5,82.92,99,0.624
0021700648,1610612745,Rockets,HOU,Houston,240:00,100.0,102.0,109.9,114.1,-10.0,-12.1,0.553,1.5,15.4,0.316,0.806,0.505,13.72,14.0,0.473,0.505,1.0,0.196,102.42,99.5,82.92,100,0.376
0021700649,1610612753,Magic,ORL,Orlando,240:00,106.6,112.5,102.6,107.4,3.9,5.1,0.6,1.33,17.1,0.442,0.696,0.574,17.758,18.8,0.506,0.549,1.0,0.196,100.38,95.5,79.58,96,0.548
0021700649,1610612750,Timberwolves,MIN,Minnesota,240:00,102.6,107.4,106.6,112.5,-3.9,-5.1,0.442,2.38,14.7,0.304,0.558,0.426,8.048,8.4,0.474,0.498,1.0,0.199,100.38,95.5,79.58,95,0.452
0021700650,1610612740,Pelicans,NOP,New Orleans,265:00,102.7,103.6,98.2,101.8,4.4,1.8,0.622,1.87,18.2,0.288,0.726,0.512,13.274,13.4,0.485,0.523,1.0,0.2,103.26,100.98,84.15,112,0.566
0021700650,1610612738,Celtics,BOS,Boston,265:00,98.2,101.8,102.7,103.6,-4.4,-1.8,0.675,1.42,17.5,0.274,0.712,0.488,16.516,17.1,0.49,0.523,1.0,0.197,103.26,100.98,84.15,111,0.434
0021700651,1610612743,Nuggets,DEN,Denver,240:00,103.5,106.1,103.4,103.0,0.1,3.0,0.575,1.21,16.5,0.36,0.833,0.576,18.73,19.2,0.512,0.539,1.0,0.199,100.06,99.0,82.5,99,0.509
0021700651,1610612742,Mavericks,DAL,Dallas,240:00,103.4,103.0,103.5,106.1,-0.1,-3.0,0.447,1.06,14.1,0.167,0.64,0.424,16.214,16.2,0.538,0.582,1.0,0.201,100.06,99.0,82.5,99,0.491
0021700652,1610612757,Trail Blazers,POR,Portland,240:00,122.4,124.2,111.4,116.8,11.1,7.4,0.457,2.1,16.6,0.267,0.66,0.48,10.373,10.5,0.599,0.618,1.0,0.197,98.04,95.0,79.17,95,0.547
0021700652,1610612756,Suns,PHX,Phoenix,240:00,111.4,116.8,122.4,124.2,-11.1,-7.4,0.568,1.62,15.8,0.34,0.733,0.52,13.042,13.7,0.506,0.562,1.0,0.199,98.04,95.0,79.17,95,0.453
0021700653,1610612764,Wizards,WAS,Washington,240:00,107.8,106.9,125.0,131.7,-17.2,-24.8,0.775,1.94,22.3,0.178,0.673,0.443,15.823,15.7,0.567,0.592,1.0,0.2,103.78,101.5,84.58,102,0.417
0021700653,1610612766,Hornets,CHA,Charlotte,240:00,125.0,131.7,107.8,106.9,17.2,24.8,0.563,2.7,18.4,0.327,0.822,0.557,9.395,9.9,0.566,0.608,1.0,0.196,103.78,101.5,84.58,101,0.583
0021700654,1610612740,Pelicans,NOP,New Orleans,240:00,99.6,103.3,100.3,106.8,-0.7,-3.5,0.771,1.93,20.9,0.34,0.667,0.515,14.996,15.6,0.5,0.526,1.0,0.195,93.54,89.0,74.17,90,0.5
0021700654,1610612737,Hawks,ATL,Atlanta,240:00,100.3,106.8,99.6,103.3,0.7,3.5,0.865,2.91,23.2,0.333,0.66,0.485,11.737,12.5,0.472,0.496,1.0,0.199,93.54,89.0,74.17,88,0.5
0021700655,1610612759,Spurs,SAS,San Antonio,240:00,102.4,101.0,96.0,96.9,6.4,4.1,0.706,2.67,18.7,0.151,0.82,0.476,9.218,9.1,0.47,0.523,1.0,0.197,98.28,98.5,82.08,99,0.557
0021700655,1610612751,Nets,BKN,Brooklyn,240:00,96.0,96.9,102.4,101.0,-6.4,-4.1,0.657,1.64,18.0,0.18,0.849,0.524,14.153,14.3,0.5,0.522,1.0,0.2,98.28,98.5,82.08,98,0.443
0021700656,1610612761,Raptors,TOR,Toronto,240:00,96.9,100.0,92.3,95.8,4.6,4.2,0.706,1.14,17.8,0.314,0.709,0.519,21.186,21.9,0.494,0.533,1.0,0.194,98.86,95.5,79.58,96,0.523
0021700656,1610612765,Pistons,DET,Detroit,240:00,92.3,95.8,96.9,100.0,-4.6,-4.2,0.595,1.47,16.7,0.291,0.686,0.481,15.213,15.8,0.477,0.481,1.0,0.199,98.86,95.5,79.58,95,0.477
0021700657,1610612744,Warriors,GSW,Golden State,240:00,113.3,112.3,103.0,106.7,10.3,5.6,0.571,1.6,17.9,0.159,0.726,0.491,14.286,14.2,0.577,0.626,1.0,0.2,106.86,105.5,87.92,106,0.553
0021700657,1610612741,Bulls,CHI,Chicago,240:00,103.0,106.7,113.3,112.3,-10.3,-5.6,0.533,2.18,16.4,0.274,0.841,0.509,10.118,10.5,0.472,0.501,1.0,0.199,106.86,105.5,87.92,105,0.447
0021700658,1610612752,Knicks,NYK,New York,240:00,105.2,106.5,110.0,112.9,-4.8,-6.5,0.629,1.57,17.2,0.34,0.635,0.495,14.875,15.1,0.47,0.537,1.0,0.202,94.8,93.0,77.5,93,0.511
0021700658,1610612763,Grizzlies,MEM,Memphis,240:00,110.0,112.9,105.2,106.5,4.8,6.5,0.561,1.92,17.2,0.365,0.66,0.505,12.568,12.9,0.505,0.533,1.0,0.197,94.8,93.0,77.5,93,0.489
0021700659,1610612749,Bucks,MIL,Milwaukee,240:00,106.2,106.3,107.2,112.8,-1.0,-6.5,0.697,2.3,18.7,0.174,0.708,0.447,10.517,10.5,0.507,0.561,1.0,0.2,96.98,94.5,78.75,95,0.479
0021700659,1610612748,Heat,MIA,Miami,240:00,107.2,112.8,106.2,106.3,1.0,6.5,0.737,1.87,20.5,0.292,0.826,0.553,15.17,16.0,0.524,0.565,1.0,0.197,96.98,94.5,78.75,94,0.521
0021700660,1610612760,Thunder,OKC,Oklahoma City,240:00,118.4,121.3,95.0,95.7,23.4,25.5,0.478,1.29,15.8,0.49,0.791,0.628,17.657,18.1,0.547,0.568,1.0,0.198,95.52,94.0,78.33,94,0.594
0021700660,1610612747,Lakers,LAL,Los Angeles,240:00,95.0,95.7,118.4,121.3,-23.4,-25.5,0.658,1.39,19.9,0.209,0.51,0.372,18.995,19.1,0.531,0.544,1.0,0.197,95.52,94.0,78.33,94,0.406
