GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0020900046,1610612751,Nets,NJN,New Jersey,240:00,73.2,73.9,86.4,85.9,-13.3,-12.0,0.44,0.42,9.8,0.233,0.569,0.415,27.981,28.3,0.396,0.454,1.0,0.198,92.16,92.0,76.67,92,0.327
0020900046,1610612766,Bobcats,CHA,Charlotte,240:00,86.4,85.9,73.2,73.9,13.3,12.0,0.5,0.57,9.8,0.431,0.767,0.585,22.976,22.8,0.331,0.442,1.0,0.199,92.16,92.0,76.67,92,0.673
0020900047,1610612752,Knicks,NYK,New York,240:00,114.3,118.2,112.9,111.0,1.5,7.2,0.558,2.67,17.4,0.327,0.8,0.546,8.796,9.1,0.5,0.555,1.0,0.201,100.34,99.5,82.92,99,0.512
0020900047,1610612740,Hornets,NOH,New Orleans,240:00,112.9,111.0,114.3,118.2,-1.5,-7.2,0.571,2.18,18.6,0.2,0.673,0.454,11.183,11.0,0.547,0.588,1.0,0.201,100.34,99.5,82.92,100,0.488
0020900048,1610612762,Jazz,UTA,Utah,240:00,99.0,101.1,119.7,117.7,-20.6,-16.7,0.563,0.95,14.6,0.256,0.66,0.467,19.596,20.0,0.472,0.558,1.0,0.2,95.7,95.5,79.58,95,0.41
0020900048,1610612745,Rockets,HOU,Houston,240:00,119.7,117.7,99.0,101.1,20.6,16.7,0.69,2.07,20.9,0.34,0.744,0.533,14.824,14.6,0.56,0.592,1.0,0.199,95.7,95.5,79.58,96,0.59
0020900049,1610612758,Kings,SAC,Sacramento,265:00,113.6,115.5,103.7,105.5,9.9,10.0,0.578,2.0,17.6,0.278,0.579,0.432,11.624,11.8,0.559,0.583,1.0,0.202,101.31,99.62,83.02,110,0.568
0020900049,1610612763,Grizzlies,MEM,Memphis,265:00,103.7,105.5,113.6,115.5,-9.9,-10.0,0.378,0.81,11.4,0.421,0.722,0.568,18.77,19.1,0.48,0.523,1.0,0.2,101.31,99.62,83.02,110,0.432
0020900050,1610612750,Timberwolves,MIN,Minnesota,240:00,96.7,97.8,98.9,102.2,-2.1,-4.4,0.568,1.75,16.4,0.327,0.587,0.449,12.898,13.0,0.432,0.473,1.0,0.2,93.56,91.5,76.25,92,0.442
0020900050,1610612746,Clippers,LAC,Los Angeles,240:00,98.9,102.2,96.7,97.8,2.1,4.4,0.719,1.15,17.4,0.413,0.673,0.551,21.259,22.0,0.453,0.522,1.0,0.196,93.56,91.5,76.25,91,0.558
