GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021500631,1610612739,Cavaliers,CLE,Cleveland,240:00,98.1,97.8,84.3,84.8,13.8,13.1,0.417,1.15,13.2,0.238,0.808,0.553,14.009,14.0,0.5,0.53,1.0,0.202,92.66,92.5,77.08,93,0.598
0021500631,1610612751,Nets,BKN,Brooklyn,240:00,84.3,84.8,98.1,97.8,-13.8,-13.1,0.571,1.43,16.5,0.192,0.762,0.447,15.132,15.2,0.44,0.446,1.0,0.195,92.66,92.5,77.08,92,0.402
0021500632,1610612762,Jazz,UTA,Utah,265:00,112.5,115.6,121.7,122.9,-9.2,-7.3,0.514,1.46,14.4,0.38,0.636,0.5,13.179,13.5,0.5,0.557,1.0,0.199,88.56,86.94,72.45,96,0.45
0021500632,1610612752,Knicks,NYK,New York,265:00,121.7,122.9,112.5,115.6,9.2,7.3,0.426,1.82,15.5,0.364,0.62,0.5,11.35,11.5,0.561,0.603,1.0,0.196,88.56,86.94,72.45,96,0.55
0021500633,1610612761,Raptors,TOR,Toronto,240:00,121.7,119.8,111.7,116.0,10.0,3.8,0.5,1.77,18.2,0.282,0.727,0.518,13.76,13.5,0.62,0.635,1.0,0.199,96.04,95.0,79.17,96,0.53
0021500633,1610612738,Celtics,BOS,Boston,240:00,111.7,116.0,121.7,119.8,-10.0,-3.8,0.698,2.14,22.1,0.273,0.718,0.482,14.344,14.9,0.576,0.595,1.0,0.201,96.04,95.0,79.17,94,0.47
0021500634,1610612744,Warriors,GSW,Golden State,240:00,122.8,123.8,89.9,93.1,32.9,30.7,0.76,3.8,25.0,0.292,,,9.823,9.9,0.589,0.602,1.0,0.199,103.18,101.0,84.17,101,0.708
0021500634,1610612741,Bulls,CHI,Chicago,240:00,89.9,93.1,122.8,123.8,-32.9,-30.7,0.378,1.4,10.4,,0.708,,9.564,9.9,0.375,0.425,1.0,0.201,103.18,101.0,84.17,101,0.292
0021500635,1610612745,Rockets,HOU,Houston,240:00,108.7,110.7,120.6,117.1,-12.0,-6.5,0.488,1.62,15.3,0.245,,,12.39,12.6,0.516,0.554,1.0,0.2,103.44,104.0,86.67,103,0.416
0021500635,1610612765,Pistons,DET,Detroit,240:00,120.6,117.1,108.7,110.7,12.0,6.5,0.605,2.3,16.6,,0.755,,9.808,9.5,0.55,0.58,1.0,0.205,103.44,104.0,86.67,105,0.584
0021500636,1610612760,Thunder,OKC,Oklahoma City,240:00,106.7,111.2,94.8,96.0,11.9,15.3,0.718,1.4,19.4,0.375,0.792,0.583,19.569,20.4,0.524,0.567,1.0,0.198,101.22,98.5,82.08,98,0.614
0021500636,1610612766,Hornets,CHA,Charlotte,240:00,94.8,96.0,106.7,111.2,-11.9,-15.3,0.5,1.06,13.8,0.208,0.625,0.417,15.962,16.2,0.475,0.526,1.0,0.2,101.22,98.5,82.08,99,0.386
0021500637,1610612750,Timberwolves,MIN,Minnesota,265:00,91.4,89.5,96.6,101.9,-5.2,-12.4,0.65,1.53,18.7,0.212,0.754,0.495,16.531,16.2,0.467,0.49,1.0,0.199,96.24,94.64,78.87,105,0.483
0021500637,1610612742,Mavericks,DAL,Dallas,265:00,96.6,101.9,91.4,89.5,5.2,12.4,0.429,1.5,13.2,0.246,0.788,0.505,10.941,11.5,0.459,0.497,1.0,0.195,96.24,94.64,78.87,104,0.517
0021500638,1610612758,Kings,SAC,Sacramento,240:00,111.6,115.5,91.5,95.9,20.1,19.6,0.651,2.0,19.5,,0.726,,13.955,14.4,0.517,0.553,1.0,0.199,100.98,97.0,80.83,97,0.662
0021500638,1610612747,Lakers,LAL,Los Angeles,240:00,91.5,95.9,111.6,115.5,-20.1,-19.6,0.531,1.7,13.0,0.274,,,9.839,10.3,0.378,0.449,1.0,0.197,100.98,97.0,80.83,97,0.338
0021500639,1610612757,Trail Blazers,POR,Portland,240:00,99.2,99.0,103.9,106.1,-4.7,-7.1,0.561,1.77,17.1,0.296,0.75,0.519,13.153,13.1,0.484,0.496,1.0,0.198,99.48,98.5,82.08,99,0.469
0021500639,1610612737,Hawks,ATL,Atlanta,240:00,103.9,106.1,99.2,99.0,4.7,7.1,0.641,1.92,18.5,0.25,0.704,0.481,12.984,13.3,0.506,0.535,1.0,0.2,99.48,98.5,82.08,98,0.531
0021500640,1610612746,Clippers,LAC,LA,240:00,105.3,106.3,121.6,119.8,-16.3,-13.5,0.528,2.11,15.3,0.229,,,9.294,9.4,0.488,0.532,1.0,0.202,95.7,96.0,80.0,96,0.441
0021500640,1610612739,Cavaliers,CLE,Cleveland,240:00,121.6,119.8,105.3,106.3,16.3,13.5,0.69,1.93,21.1,,0.771,,15.863,15.6,0.584,0.615,1.0,0.195,95.7,96.0,80.0,96,0.559
0021500641,1610612740,Pelicans,NOP,New Orleans,240:00,123.8,122.3,102.3,105.3,21.5,17.0,0.565,2.6,20.0,0.3,,,10.762,10.6,0.564,0.612,1.0,0.198,94.86,94.0,78.33,94,0.634
0021500641,1610612765,Pistons,DET,Detroit,240:00,102.3,105.3,123.8,122.3,-21.5,-17.0,0.447,1.13,12.9,,0.7,,15.496,16.0,0.456,0.496,1.0,0.199,94.86,94.0,78.33,94,0.366
0021500642,1610612763,Grizzlies,MEM,Memphis,240:00,108.8,113.3,110.5,112.2,-1.7,1.1,0.583,1.62,17.7,0.184,0.766,0.506,13.865,14.4,0.542,0.602,1.0,0.194,92.6,90.0,75.0,90,0.521
0021500642,1610612743,Nuggets,DEN,Denver,240:00,110.5,112.2,108.8,113.3,1.7,-1.1,0.722,2.6,20.4,0.234,0.816,0.494,10.936,11.1,0.506,0.552,1.0,0.197,92.6,90.0,75.0,90,0.479
0021500643,1610612758,Kings,SAC,Sacramento,240:00,87.0,92.9,85.8,89.8,1.3,3.1,0.727,1.26,16.5,0.41,0.774,0.579,18.171,19.4,0.397,0.444,1.0,0.199,103.58,98.0,81.67,98,0.515
0021500643,1610612737,Hawks,ATL,Atlanta,240:00,85.8,89.8,87.0,92.9,-1.3,-3.1,0.6,1.11,16.1,0.226,0.59,0.421,18.519,19.4,0.464,0.486,1.0,0.199,103.58,98.0,81.67,98,0.485
0021500644,1610612759,Spurs,SAS,San Antonio,240:00,121.5,124.5,91.6,94.7,29.8,29.8,0.571,3.0,18.4,0.255,0.706,0.49,8.306,8.5,0.541,0.595,1.0,0.198,96.72,94.0,78.33,94,0.667
0021500644,1610612756,Suns,PHX,Phoenix,240:00,91.6,94.7,121.5,124.5,-29.8,-29.8,0.563,1.2,14.5,0.294,0.745,0.51,15.445,16.0,0.432,0.488,1.0,0.198,96.72,94.0,78.33,94,0.333
0021500645,1610612753,Magic,ORL,Orlando,265:00,104.2,109.4,113.6,114.3,-9.4,-4.9,0.689,1.63,20.8,0.286,,,17.062,17.9,0.555,0.584,1.0,0.198,98.28,95.55,79.62,106,0.495
0021500645,1610612766,Hornets,CHA,Charlotte,265:00,113.6,114.3,104.2,109.4,9.4,4.9,0.511,2.56,16.1,,0.714,,8.516,8.6,0.495,0.542,1.0,0.199,98.28,95.55,79.62,105,0.505
