GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0020900522,1610612754,IND,Indiana,101122,Danny Granger,F,,31:19,110.8,112.9,102.6,100.0,8.3,12.9,0.091,2.0,9.1,0.0,0.182,0.088,4.5,0.447,0.478,0.27,0.266,106.93,107.3,89.41,70,0.073
0020900522,1610612754,IND,Indiana,2211,Troy Murphy,F,,29:59,104.7,101.4,111.2,110.1,-6.5,-8.7,0.111,2.0,13.3,0.028,0.172,0.092,6.7,0.875,0.844,0.176,0.181,108.19,110.46,92.05,69,0.162
0020900522,1610612754,IND,Indiana,201579,Roy Hibbert,C,,31:35,109.4,114.1,102.0,106.3,7.4,7.8,0.15,1.0,15.8,0.032,0.152,0.094,15.8,0.538,0.558,0.232,0.226,101.36,97.26,81.05,64,0.098
0020900522,1610612754,IND,Indiana,101129,Luther Head,G,,19:50,101.4,102.3,103.5,104.7,-2.1,-2.4,0.067,0.5,10.0,0.0,0.048,0.024,20.0,0.333,0.436,0.188,0.19,106.34,105.28,87.73,44,0.007
0020900522,1610612754,IND,Indiana,2248,Earl Watson,G,,26:53,84.8,86.2,109.7,115.5,-24.9,-29.3,0.389,3.5,53.8,0.031,0.0,0.017,15.4,0.333,0.258,0.098,0.098,107.17,103.56,86.3,58,0.021
0020900522,1610612754,IND,Indiana,2563,Dahntay Jones,,,14:12,106.4,111.1,117.4,125.0,-11.1,-13.9,0.143,1.0,9.1,0.176,0.0,0.103,9.1,0.444,0.477,0.323,0.321,98.03,92.96,77.46,27,0.07
0020900522,1610612754,IND,Indiana,2399,Mike Dunleavy,,,25:46,102.9,105.6,113.5,113.2,-10.6,-7.7,0.2,0.0,15.0,0.0,0.273,0.118,0.0,0.467,0.537,0.288,0.286,100.86,99.67,83.06,54,0.152
0020900522,1610612754,IND,Indiana,201575,Brandon Rush,,,29:12,99.9,100.0,125.4,127.9,-25.5,-27.9,0.2,4.0,33.3,0.0,0.16,0.066,8.3,0.5,0.509,0.121,0.121,102.15,101.1,84.25,62,0.066
0020900522,1610612754,IND,Indiana,200780,Solomon Jones,,,8:50,95.2,87.0,135.1,133.3,-39.9,-46.4,0.0,0.0,0.0,0.077,0.167,0.105,0.0,1.0,1.0,0.042,0.045,113.33,119.52,99.6,23,0.038
0020900522,1610612754,IND,Indiana,201985,AJ Price,,,22:24,124.2,128.3,116.2,115.2,7.9,13.0,0.389,7.0,43.8,0.0,0.048,0.022,6.3,0.5,0.563,0.176,0.171,99.77,98.57,82.14,46,0.11
0020900522,1610612754,IND,Indiana,2551,T.J. Ford,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0020900522,1610612754,IND,Indiana,201177,Josh McRoberts,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0020900522,1610612750,MIN,Minnesota,2863,Damien Wilkins,F,,23:02,107.7,102.0,95.6,100.0,12.0,2.0,0.25,3.0,23.1,0.0,0.143,0.077,7.7,0.722,0.689,0.175,0.184,103.84,104.22,86.85,50,0.151
0020900522,1610612750,MIN,Minnesota,201567,Kevin Love,F,,31:40,109.6,111.4,101.4,98.6,8.2,12.9,0.095,0.0,11.8,0.133,0.257,0.2,0.0,0.5,0.62,0.188,0.187,105.55,106.1,88.42,70,0.169
0020900522,1610612750,MIN,Minnesota,2744,Al Jefferson,C,,34:54,105.4,108.0,104.4,102.6,1.0,5.4,0.1,0.5,7.1,0.054,0.256,0.158,14.3,0.529,0.55,0.295,0.299,104.24,103.83,86.52,75,0.136
0020900522,1610612750,MIN,Minnesota,201147,Corey Brewer,G,,28:06,113.9,116.9,102.1,105.2,11.8,11.8,0.048,0.33,7.7,0.036,0.097,0.068,23.1,0.438,0.507,0.169,0.17,102.73,99.93,83.27,59,0.031
0020900522,1610612750,MIN,Minnesota,201938,Jonny Flynn,G,,26:39,120.3,122.0,87.6,89.8,32.7,32.2,0.125,0.0,13.3,0.0,0.125,0.067,0.0,0.611,0.694,0.183,0.189,108.41,106.29,88.57,59,0.195
0020900522,1610612750,MIN,Minnesota,101155,Ryan Gomes,,,31:55,112.9,116.4,102.7,102.9,10.2,13.6,0.3,1.5,26.1,0.133,0.105,0.118,17.4,0.5,0.588,0.224,0.226,104.64,103.02,85.85,67,0.119
0020900522,1610612750,MIN,Minnesota,2073,Brian Cardinal,,,3:38,113.1,128.6,103.6,100.0,9.5,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.25,0.251,97.23,92.48,77.06,7,0.154
0020900522,1610612750,MIN,Minnesota,201605,Nathan Jawai,,,4:59,142.3,127.3,83.3,83.3,58.9,43.9,0.0,0.0,0.0,0.0,0.125,0.1,50.0,1.0,1.0,0.182,0.203,105.18,110.77,92.31,11,0.089
0020900522,1610612750,MIN,Minnesota,201961,Wayne Ellington,,,26:01,111.4,114.8,112.3,112.5,-1.0,2.3,0.15,1.5,23.1,0.04,0.179,0.113,15.4,0.333,0.515,0.167,0.165,103.1,101.47,84.56,54,0.077
0020900522,1610612750,MIN,Minnesota,201196,Ramon Sessions,,,21:21,100.1,100.0,127.4,130.2,-27.3,-30.2,0.235,1.33,40.0,0.0,0.174,0.098,30.0,0.5,0.347,0.128,0.128,98.81,97.78,81.48,44,0.02
0020900522,1610612750,MIN,Minnesota,2562,Sasha Pavlovic,,,7:45,132.2,129.4,142.9,144.4,-10.6,-15.0,0.333,0.0,40.0,0.0,0.0,0.0,0.0,0.667,0.667,0.167,0.17,107.89,108.39,90.32,17,0.111
0020900522,1610612750,MIN,Minnesota,200762,Oleksiy Pecherov,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0020900523,1610612751,NJN,New Jersey,201604,Chris Douglas-Roberts,F,,29:42,90.2,91.1,107.5,107.0,-17.3,-15.9,0.176,3.0,18.8,0.029,0.185,0.098,6.3,0.3,0.425,0.191,0.195,91.52,91.33,76.11,56,0.112
0020900523,1610612751,NJN,New Jersey,201146,Yi Jianlian,F,,31:44,100.1,98.4,112.0,113.3,-11.9,-14.9,0.05,0.25,6.7,0.097,0.241,0.167,26.7,0.4,0.4,0.189,0.197,93.53,93.77,78.14,64,0.047
0020900523,1610612751,NJN,New Jersey,201572,Brook Lopez,C,,27:23,104.7,109.4,102.2,107.5,2.5,1.9,0.294,2.5,21.7,0.107,0.2,0.155,8.7,0.357,0.432,0.29,0.288,97.45,92.9,77.41,53,0.141
0020900523,1610612751,NJN,New Jersey,201584,Courtney Lee,G,,37:18,110.3,112.9,113.5,117.1,-3.2,-4.3,0.286,6.0,25.0,0.031,0.027,0.029,4.2,0.75,0.82,0.228,0.229,92.54,90.07,75.06,70,0.185
0020900523,1610612751,NJN,New Jersey,2734,Devin Harris,G,,34:14,96.7,97.1,111.6,114.3,-14.9,-17.2,0.174,0.0,30.8,0.0,0.054,0.029,0.0,0.222,0.222,0.117,0.12,98.82,97.45,81.21,69,-0.008
0020900523,1610612751,NJN,New Jersey,200767,Josh Boone,,,7:08,67.0,69.2,101.6,100.0,-34.7,-30.8,0.0,0.0,0.0,0.125,0.333,0.235,33.3,0.5,0.5,0.2,0.194,94.95,94.27,78.56,13,0.159
0020900523,1610612751,NJN,New Jersey,2553,Jarvis Hayes,,,20:12,123.3,124.3,115.5,118.4,7.8,5.9,0.056,0.5,14.3,0.0,0.095,0.05,28.6,0.25,0.25,0.133,0.132,90.64,89.12,74.26,37,-0.022
0020900523,1610612751,NJN,New Jersey,1499,Tony Battie,,,6:21,84.6,84.6,151.5,128.6,-66.9,-44.0,0.0,0.0,0.0,0.0,0.333,0.154,0.0,0.5,0.5,0.133,0.133,94.03,102.05,85.04,13,0.098
0020900523,1610612751,NJN,New Jersey,2039,Keyon Dooling,,,22:38,118.1,117.4,97.4,100.0,20.7,17.4,0.2,1.0,13.3,0.048,0.04,0.043,13.3,0.909,0.918,0.241,0.242,96.37,95.43,79.53,46,0.222
0020900523,1610612751,NJN,New Jersey,2239,Trenton Hassell,,,23:20,135.2,132.6,101.6,102.3,33.6,30.3,0.067,1.0,11.1,0.167,0.083,0.119,11.1,0.571,0.571,0.16,0.163,88.9,89.48,74.57,43,0.072
0020900523,1610612751,NJN,New Jersey,200809,Chris Quinn,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0020900523,1610612751,NJN,New Jersey,201944,Terrence Williams,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0020900523,1610612740,NOH,New Orleans,978,Peja Stojakovic,F,,28:19,109.5,110.7,101.5,105.8,8.1,4.9,0.0,0.0,0.0,0.0,0.129,0.065,0.0,0.364,0.393,0.164,0.165,93.91,91.54,76.28,56,0.055
0020900523,1610612740,NOH,New Orleans,2561,David West,F,,34:27,114.8,117.6,98.0,101.5,16.8,16.2,0.0,0.0,0.0,0.139,0.143,0.141,0.0,0.75,0.775,0.25,0.251,97.59,94.75,78.96,68,0.243
0020900523,1610612740,NOH,New Orleans,2731,Emeka Okafor,C,,29:02,106.8,105.3,101.4,103.6,5.4,1.7,0.0,0.0,0.0,0.129,0.281,0.206,13.3,0.4,0.514,0.224,0.23,93.71,93.41,77.84,57,0.106
0020900523,1610612740,NOH,New Orleans,2484,Devin Brown,G,,28:29,111.3,116.4,105.2,108.9,6.1,7.4,0.136,3.0,20.0,0.0,0.034,0.017,6.7,0.278,0.372,0.182,0.181,97.27,93.53,77.94,55,0.027
0020900523,1610612740,NOH,New Orleans,101108,Chris Paul,G,,40:18,110.6,115.8,102.7,105.2,7.9,10.6,0.621,6.0,56.3,0.023,0.098,0.06,9.4,0.5,0.491,0.156,0.155,94.33,91.12,75.93,76,0.165
0020900523,1610612740,NOH,New Orleans,2443,Darius Songaila,,,18:32,105.6,112.5,109.4,106.3,-3.8,6.3,0.444,4.0,28.6,0.0,0.154,0.065,7.1,0.556,0.556,0.27,0.27,84.4,82.9,69.08,32,0.172
0020900523,1610612740,NOH,New Orleans,201977,Marcus Thornton,,,19:31,105.5,108.3,107.0,102.7,-1.5,5.6,0.143,0.0,20.0,0.056,0.059,0.057,0.0,0.214,0.317,0.2,0.2,89.13,89.77,74.81,36,0.038
0020900523,1610612740,NOH,New Orleans,1899,James Posey,,,24:00,106.2,110.9,115.9,114.9,-9.7,-4.0,0.0,0.0,0.0,0.043,0.1,0.07,12.5,0.417,0.509,0.157,0.157,94.64,93.0,77.5,46,0.03
0020900523,1610612740,NOH,New Orleans,201153,Julian Wright,,,9:24,106.6,111.1,132.2,122.2,-25.6,-11.1,0.0,0.0,0.0,0.0,0.167,0.071,0.0,0.5,0.5,0.1,0.101,90.38,91.91,76.6,18,0.026
0020900523,1610612740,NOH,New Orleans,201954,Darren Collison,,,7:58,100.8,100.0,121.3,115.0,-20.5,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,1.0,0.313,0.315,101.88,105.37,87.81,15,0.138
0020900523,1610612740,NOH,New Orleans,201628,Bobby Brown,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0020900523,1610612740,NOH,New Orleans,2050,Morris Peterson,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
0020900524,1610612741,CHI,Chicago,2736,Luol Deng,F,,36:00,99.2,98.6,113.0,112.7,-13.8,-14.1,0.091,2.0,11.1,0.025,0.15,0.088,5.6,0.4,0.451,0.195,0.201,94.24,94.67,78.89,71,0.064
