GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0020600571,1610612762,Jazz,UTA,Utah,240:00,105.8,109.9,105.5,107.6,0.3,2.3,0.667,2.36,19.5,0.333,0.727,0.522,11.638,12.1,0.482,0.518,1.0,0.197,94.16,91.5,76.25,91,0.508
0020600571,1610612765,Pistons,DET,Detroit,240:00,105.5,107.6,105.8,109.9,-0.3,-2.3,0.703,1.86,20.2,0.273,0.667,0.478,14.925,15.2,0.506,0.557,1.0,0.196,94.16,91.5,76.25,92,0.492
0020600572,1610612749,Bucks,MIL,Milwaukee,240:00,89.3,89.1,98.2,97.1,-8.9,-7.9,0.6,0.69,13.4,0.327,0.717,0.51,25.804,25.7,0.442,0.496,1.0,0.202,100.78,101.5,84.58,101,0.387
0020600572,1610612741,Bulls,CHI,Chicago,240:00,98.2,97.1,89.3,89.1,8.9,7.9,0.625,1.14,18.3,0.283,0.673,0.49,21.825,21.6,0.531,0.551,1.0,0.199,100.78,101.5,84.58,102,0.613
0020600573,1610612755,76ers,PHI,Philadelphia,240:00,105.6,104.1,117.4,120.4,-11.8,-16.3,0.59,1.44,18.0,0.225,0.667,0.451,16.57,16.3,0.538,0.576,1.0,0.201,98.54,98.0,81.67,98,0.414
0020600573,1610612763,Grizzlies,MEM,Memphis,240:00,117.4,120.4,105.6,104.1,11.8,16.3,0.69,1.61,20.8,0.333,0.775,0.549,17.907,18.4,0.603,0.638,1.0,0.197,98.54,98.0,81.67,98,0.586
0020600574,1610612750,Timberwolves,MIN,Minnesota,240:00,102.4,104.8,124.1,123.5,-21.7,-18.8,0.615,2.18,18.8,0.404,0.65,0.511,12.797,13.1,0.461,0.473,1.0,0.2,85.28,84.5,70.42,84,0.405
0020600574,1610612737,Hawks,ATL,Atlanta,240:00,124.1,123.5,102.4,104.8,21.7,18.8,0.705,3.44,24.3,0.35,0.596,0.489,10.638,10.6,0.586,0.599,1.0,0.199,85.28,84.5,70.42,85,0.595
0020600575,1610612756,Suns,PHX,Phoenix,240:00,106.1,107.5,94.5,98.9,11.6,8.6,0.649,1.33,19.0,0.227,0.745,0.515,19.092,19.4,0.576,0.593,1.0,0.196,95.28,92.5,77.08,93,0.564
0020600575,1610612745,Rockets,HOU,Houston,240:00,94.5,98.9,106.1,107.5,-11.6,-8.6,0.486,1.55,13.9,0.255,0.773,0.485,11.425,12.0,0.455,0.483,1.0,0.198,95.28,92.5,77.08,92,0.436
0020600576,1610612759,Spurs,SAS,San Antonio,240:00,93.5,98.0,98.9,104.2,-5.4,-6.2,0.412,0.74,11.2,0.292,0.8,0.538,18.511,19.4,0.474,0.524,1.0,0.199,101.88,97.0,80.83,98,0.454
0020600576,1610612747,Lakers,LAL,Los Angeles,240:00,98.9,104.2,93.5,98.0,5.4,6.2,0.526,1.18,15.6,0.2,0.708,0.462,16.812,17.7,0.5,0.549,1.0,0.194,101.88,97.0,80.83,96,0.546
0020600577,1610612757,Trail Blazers,POR,Portland,240:00,103.0,106.8,86.6,86.4,16.5,20.5,0.568,1.31,16.6,0.362,0.694,0.531,17.536,18.2,0.5,0.527,1.0,0.194,89.52,88.0,73.33,88,0.665
0020600577,1610612739,Cavaliers,CLE,Cleveland,240:00,86.6,86.4,103.0,106.8,-16.5,-20.5,0.304,0.44,6.5,0.306,0.638,0.469,18.223,18.2,0.369,0.448,1.0,0.2,89.52,88.0,73.33,88,0.335
