GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021300282,1610612739,CLE,Cleveland,202087,Alonzo Gee,F,,10:33,62.3,59.1,107.2,113.6,-44.9,-54.5,0.0,0.0,0.0,0.0,0.071,0.037,33.3,0.0,0.0,0.115,0.121,100.52,100.06,83.39,22,-0.067
0021300282,1610612739,CLE,Cleveland,202684,Tristan Thompson,F,,34:56,82.4,85.7,115.1,114.3,-32.7,-28.6,0.045,0.0,9.1,0.063,0.242,0.136,0.0,0.444,0.455,0.115,0.116,97.81,96.19,80.16,70,0.109
0021300282,1610612739,CLE,Cleveland,101115,Andrew Bynum,C,,26:37,86.1,90.2,107.4,107.5,-21.2,-17.4,0.167,0.67,9.1,0.257,0.138,0.203,13.6,0.643,0.585,0.317,0.315,96.01,93.78,78.15,51,0.197
0021300282,1610612739,CLE,Cleveland,101139,CJ Miles,G,,11:46,57.9,60.9,111.1,116.7,-53.3,-55.8,0.0,0.0,0.0,0.0,0.167,0.071,20.0,0.188,0.188,0.357,0.355,100.76,95.86,79.89,23,-0.214
0021300282,1610612739,CLE,Cleveland,202681,Kyrie Irving,G,,20:28,70.5,73.8,115.7,116.3,-45.2,-42.5,0.308,0.0,28.6,0.0,0.174,0.074,0.0,0.0,0.0,0.192,0.192,102.21,99.67,83.06,42,-0.076
0021300282,1610612739,CLE,Cleveland,203079,Dion Waiters,,,34:42,99.2,102.9,113.8,113.2,-14.7,-10.3,0.063,0.5,4.2,0.0,0.057,0.025,8.3,0.675,0.704,0.277,0.282,95.61,94.06,78.39,68,0.183
0021300282,1610612739,CLE,Cleveland,101127,Jarrett Jack,,,28:56,108.0,110.7,122.0,119.3,-13.9,-8.6,0.136,3.0,20.0,0.0,0.107,0.049,6.7,0.5,0.551,0.179,0.181,93.87,93.73,78.11,56,0.081
0021300282,1610612739,CLE,Cleveland,2760,Anderson Varejao,,,20:41,113.2,115.0,107.8,107.5,5.4,7.5,0.222,0.0,40.0,0.045,0.227,0.136,0.0,0.167,0.167,0.128,0.129,93.43,92.83,77.36,40,0.081
0021300282,1610612739,CLE,Cleveland,203461,Anthony Bennett,,,9:13,85.0,78.9,136.6,142.1,-51.6,-63.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.161,97.39,98.95,82.46,19,-0.083
0021300282,1610612739,CLE,Cleveland,201947,Earl Clark,,,6:25,102.0,92.3,135.1,138.5,-33.1,-46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.214,0.235,93.81,97.25,81.04,13,0.0
0021300282,1610612739,CLE,Cleveland,203092,Tyler Zeller,,,7:15,97.8,93.3,139.8,138.5,-42.0,-45.1,0.0,0.0,0.0,0.25,0.5,0.3,25.0,0.667,0.667,0.222,0.245,90.04,92.69,77.24,15,0.1
0021300282,1610612739,CLE,Cleveland,203521,Matthew Dellavedova,,,25:37,112.5,114.3,94.0,91.5,18.6,22.8,0.174,4.0,33.3,0.033,0.0,0.018,8.3,0.5,0.5,0.131,0.134,89.49,89.94,74.95,49,0.057
