GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021300466,1610612757,Trail Blazers,POR,Portland,240:00,101.8,102.1,99.5,97.9,2.3,4.2,0.722,4.33,19.7,0.196,,,6.234,6.3,0.44,0.489,1.0,0.201,95.34,96.0,80.0,96,0.517
0021300466,1610612760,Thunder,OKC,Oklahoma City,240:00,99.5,97.9,101.8,102.1,-2.3,-4.2,0.417,1.36,12.6,,0.804,,11.648,11.5,0.457,0.503,1.0,0.201,95.34,96.0,80.0,96,0.483
0021300467,1610612749,Bucks,MIL,Milwaukee,240:00,104.3,103.3,85.0,88.8,19.2,14.5,0.425,1.89,13.8,0.358,0.759,0.561,9.982,9.9,0.473,0.484,1.0,0.196,91.54,90.0,75.0,91,0.629
0021300467,1610612747,Lakers,LAL,Los Angeles,240:00,85.0,88.8,104.3,103.3,-19.2,-14.5,0.621,1.38,15.0,0.241,0.642,0.439,13.991,14.6,0.401,0.444,1.0,0.2,91.54,90.0,75.0,89,0.371
0021300468,1610612764,Wizards,WAS,Washington,240:00,80.9,85.7,95.5,95.6,-14.6,-9.9,0.515,0.89,13.2,0.375,0.714,0.533,19.71,20.9,0.403,0.422,1.0,0.196,93.76,91.0,75.83,91,0.374
0021300468,1610612742,Mavericks,DAL,Dallas,240:00,95.5,95.6,80.9,85.7,14.6,9.9,0.6,1.2,14.9,0.286,0.625,0.467,16.462,16.5,0.423,0.494,1.0,0.202,93.76,91.0,75.83,91,0.626
0021300469,1610612761,Raptors,TOR,Toronto,240:00,98.8,102.2,83.0,87.2,15.8,14.9,0.794,1.59,20.4,0.295,0.702,0.505,17.686,18.3,0.481,0.539,1.0,0.2,97.46,93.5,77.92,93,0.683
0021300469,1610612754,Pacers,IND,Indiana,240:00,83.0,87.2,98.8,102.2,-15.8,-14.9,0.5,0.7,13.1,0.298,0.705,0.495,23.279,24.5,0.466,0.495,1.0,0.197,97.46,93.5,77.92,94,0.317
0021300470,1610612740,Pelicans,NOP,New Orleans,240:00,110.1,110.9,124.7,124.0,-14.6,-13.1,0.444,1.11,14.9,0.341,,,17.703,17.8,0.552,0.579,1.0,0.197,100.54,100.5,83.75,101,0.416
0021300470,1610612750,Timberwolves,MIN,Minnesota,240:00,124.7,124.0,110.1,110.9,14.6,13.1,0.591,1.73,19.2,,0.659,,15.091,15.0,0.608,0.657,1.0,0.199,100.54,100.5,83.75,100,0.584
0021300471,1610612755,76ers,PHI,Philadelphia,239:56,106.2,110.7,96.8,99.0,9.5,11.7,0.535,1.35,15.9,0.358,0.712,0.545,15.84,16.5,0.516,0.546,1.0,0.198,106.39,103.03,85.86,103,0.579
0021300471,1610612743,Nuggets,DEN,Denver,239:56,96.8,99.0,106.2,110.7,-9.5,-11.7,0.639,1.64,16.0,0.288,0.642,0.455,13.283,13.6,0.423,0.479,1.0,0.198,106.39,103.03,85.86,103,0.421
0021300472,1610612746,Clippers,LAC,Los Angeles,240:00,116.2,117.9,88.8,88.5,27.3,29.4,0.766,2.4,25.6,0.22,0.792,0.528,15.56,15.8,0.618,0.626,1.0,0.193,96.04,95.5,79.58,95,0.643
0021300472,1610612766,Bobcats,CHA,Charlotte,240:00,88.8,88.5,116.2,117.9,-27.3,-29.4,0.655,1.12,15.6,0.208,0.78,0.472,17.768,17.7,0.421,0.496,1.0,0.199,96.04,95.5,79.58,96,0.357
0021300473,1610612753,Magic,ORL,Orlando,265:00,81.9,83.5,85.7,88.8,-3.8,-5.3,0.656,1.4,16.4,0.232,0.667,0.467,15.164,15.5,0.423,0.441,1.0,0.2,90.78,88.3,73.58,97,0.492
