GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0041300154,1610612760,Thunder,OKC,Oklahoma City,265:00,92.2,92.9,88.9,90.8,3.3,2.1,0.424,0.67,10.5,0.424,0.651,0.541,21.042,21.2,0.411,0.466,1.0,0.202,90.53,89.21,74.34,99,0.518
0041300154,1610612763,Grizzlies,MEM,Memphis,265:00,88.9,90.8,92.2,92.9,-3.3,-2.1,0.543,1.36,13.9,0.349,0.576,0.459,13.983,14.3,0.404,0.427,1.0,0.198,90.53,89.21,74.34,98,0.482
0041300155,1610612760,Thunder,OKC,Oklahoma City,265:00,100.7,102.1,104.8,103.1,-4.1,-1.0,0.667,1.41,17.0,0.35,0.741,0.535,17.283,17.5,0.457,0.493,1.0,0.199,87.76,87.85,73.21,97,0.437
0041300155,1610612763,Grizzlies,MEM,Memphis,265:00,104.8,103.1,100.7,102.1,4.1,1.0,0.568,2.1,16.2,0.259,0.65,0.465,10.478,10.3,0.466,0.508,1.0,0.199,87.76,87.85,73.21,97,0.563
0041300156,1610612760,Thunder,OKC,Oklahoma City,240:00,114.3,113.0,89.1,91.3,25.2,21.7,0.405,1.15,13.2,0.263,0.727,0.538,14.286,14.1,0.54,0.605,1.0,0.202,92.66,92.0,76.67,92,0.677
0041300156,1610612763,Grizzlies,MEM,Memphis,240:00,89.1,91.3,114.3,113.0,-25.2,-21.7,0.613,1.9,15.3,0.273,0.737,0.462,10.602,10.9,0.392,0.441,1.0,0.199,92.66,92.0,76.67,92,0.323
0041300157,1610612760,Thunder,OKC,Oklahoma City,240:00,128.8,125.0,106.9,113.5,21.9,11.5,0.524,1.1,17.7,,0.688,,21.459,20.8,0.688,0.73,1.0,0.202,97.58,96.0,80.0,96,0.544
0041300157,1610612763,Grizzlies,MEM,Memphis,240:00,106.9,113.5,128.8,125.0,-21.9,-11.5,0.595,1.57,16.4,0.313,,,13.731,14.6,0.476,0.556,1.0,0.198,97.58,96.0,80.0,96,0.456
0041300161,1610612746,Clippers,LAC,Los Angeles,240:00,103.6,104.0,100.0,107.9,3.6,-4.0,0.667,1.41,17.0,0.327,,,16.765,16.8,0.482,0.523,1.0,0.199,105.2,101.0,84.17,101,0.503
0041300161,1610612744,Warriors,GSW,Golden State,240:00,100.0,107.9,103.6,104.0,-3.6,4.0,0.65,1.13,17.3,,0.673,,21.101,22.8,0.506,0.54,1.0,0.2,105.2,101.0,84.17,101,0.497
