GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021501141,1610612758,Kings,SAC,Sacramento,240:00,117.8,119.8,108.7,110.4,9.1,9.4,0.659,3.86,19.9,0.275,,,7.169,7.3,0.511,0.566,1.0,0.199,97.6,96.0,80.0,96,0.545
0021501141,1610612743,Nuggets,DEN,Denver,240:00,108.7,110.4,117.8,119.8,-9.1,-9.4,0.675,2.7,19.3,,0.725,,10.25,10.4,0.484,0.517,1.0,0.199,97.6,96.0,80.0,96,0.455
0021501142,1610612757,Trail Blazers,POR,Portland,240:00,113.3,112.2,91.3,93.9,22.0,18.3,0.512,1.31,16.7,0.22,0.684,0.49,16.474,16.3,0.582,0.617,1.0,0.2,99.5,98.5,82.08,98,0.625
0021501142,1610612748,Heat,MIA,Miami,240:00,91.3,93.9,113.3,112.2,-22.0,-18.3,0.471,1.14,12.3,0.316,0.78,0.51,13.742,14.1,0.42,0.466,1.0,0.198,99.5,98.5,82.08,99,0.375
0021501143,1610612740,Pelicans,NOP,New Orleans,240:00,112.6,114.0,92.3,93.5,20.3,20.4,0.738,2.38,23.8,0.2,0.545,0.4,13.812,14.0,0.605,0.615,1.0,0.198,94.18,93.0,77.5,93,0.68
0021501143,1610612751,Nets,BKN,Brooklyn,240:00,92.3,93.5,112.6,114.0,-20.3,-20.4,0.606,0.95,14.8,0.455,0.8,0.6,22.284,22.6,0.435,0.462,1.0,0.2,94.18,93.0,77.5,93,0.32
0021501144,1610612739,Cavaliers,CLE,Cleveland,240:00,123.5,123.1,112.1,114.4,11.4,8.6,0.756,2.0,24.3,0.419,,,18.739,18.7,0.639,0.631,1.0,0.201,91.3,90.5,75.42,91,0.522
0021501144,1610612766,Hornets,CHA,Charlotte,240:00,112.1,114.4,123.5,123.1,-11.4,-8.6,0.676,1.53,18.3,,0.581,,16.326,16.7,0.507,0.586,1.0,0.198,91.3,90.5,75.42,90,0.478
0021501145,1610612760,Thunder,OKC,Oklahoma City,240:00,107.8,108.9,116.3,116.8,-8.6,-7.9,0.553,1.0,15.2,0.383,0.613,0.514,20.572,20.8,0.506,0.572,1.0,0.196,101.76,101.0,84.17,101,0.496
0021501145,1610612745,Rockets,HOU,Houston,240:00,116.3,116.8,107.8,108.9,8.6,7.9,0.585,2.4,16.3,0.387,0.617,0.486,9.858,9.9,0.466,0.52,1.0,0.198,101.76,101.0,84.17,101,0.504
0021501146,1610612750,Timberwolves,MIN,Minnesota,240:00,85.8,89.7,101.8,100.0,-16.0,-10.3,0.69,1.11,17.1,0.238,0.691,0.495,19.798,20.7,0.437,0.494,1.0,0.194,88.7,87.5,72.92,87,0.502
0021501146,1610612742,Mavericks,DAL,Dallas,240:00,101.8,100.0,85.8,89.7,16.0,10.3,0.594,1.73,15.8,0.309,0.762,0.505,12.72,12.5,0.47,0.486,1.0,0.199,88.7,87.5,72.92,88,0.498
0021501147,1610612764,Wizards,WAS,Washington,240:00,108.7,107.9,113.4,112.9,-4.7,-5.0,0.721,2.21,20.9,0.345,,,13.966,13.9,0.516,0.528,1.0,0.201,100.38,101.0,84.17,101,0.449
0021501147,1610612746,Clippers,LAC,LA,240:00,113.4,112.9,108.7,107.9,4.7,5.0,0.628,2.45,19.6,,0.655,,10.943,10.9,0.553,0.573,1.0,0.201,100.38,101.0,84.17,101,0.551
0021501148,1610612753,Magic,ORL,Orlando,240:00,119.3,121.4,104.5,109.2,14.8,12.2,0.628,2.7,19.3,0.294,0.635,0.466,10.024,10.2,0.533,0.579,1.0,0.199,101.1,98.0,81.67,98,0.57
0021501148,1610612763,Grizzlies,MEM,Memphis,240:00,104.5,109.2,119.3,121.4,-14.8,-12.2,0.537,1.57,16.1,0.365,0.706,0.534,13.667,14.3,0.506,0.533,1.0,0.201,101.1,98.0,81.67,98,0.43
0021501149,1610612762,Jazz,UTA,Utah,240:00,106.9,107.4,89.2,92.5,17.7,15.0,0.692,2.7,21.5,0.136,0.667,0.413,10.584,10.6,0.543,0.571,1.0,0.199,95.42,93.5,77.92,94,0.645
0021501149,1610612756,Suns,PHX,Phoenix,240:00,89.2,92.5,106.9,107.4,-17.7,-15.0,0.485,0.73,12.9,0.333,0.864,0.587,22.831,23.7,0.474,0.498,1.0,0.197,95.42,93.5,77.92,93,0.355
0021501150,1610612749,Bucks,MIL,Milwaukee,240:00,105.6,107.7,113.7,112.1,-8.1,-4.4,0.7,2.0,20.6,0.375,,,15.086,15.4,0.482,0.522,1.0,0.199,91.24,91.0,75.83,91,0.462
0021501150,1610612741,Bulls,CHI,Chicago,240:00,113.7,112.1,105.6,107.7,8.1,4.4,0.769,2.5,23.9,,0.625,,13.381,13.2,0.574,0.609,1.0,0.199,91.24,91.0,75.83,91,0.538
0021501151,1610612752,Knicks,NYK,New York,240:00,89.0,88.8,92.2,92.9,-3.2,-4.2,0.606,1.82,14.7,,0.787,,11.247,11.2,0.38,0.415,1.0,0.199,98.8,98.5,82.08,98,0.439
0021501151,1610612754,Pacers,IND,Indiana,240:00,92.2,92.9,89.0,88.8,3.2,4.2,0.5,1.0,13.7,0.213,,,17.034,17.2,0.463,0.512,1.0,0.199,98.8,98.5,82.08,99,0.561
0021501152,1610612757,Trail Blazers,POR,Portland,240:00,109.3,109.9,136.4,133.3,-27.1,-23.4,0.605,1.77,17.0,0.286,,,12.805,12.9,0.5,0.558,1.0,0.203,100.6,101.5,84.58,101,0.407
0021501152,1610612744,Warriors,GSW,Golden State,240:00,136.4,133.3,109.3,109.9,27.1,23.4,0.6,2.31,21.3,,0.714,,13.042,12.7,0.67,0.696,1.0,0.197,100.6,101.5,84.58,102,0.593
0021501153,1610612747,Lakers,LAL,Los Angeles,240:00,97.3,99.0,103.2,103.9,-5.9,-4.9,0.595,2.0,16.2,0.207,0.731,0.455,10.705,10.9,0.444,0.487,1.0,0.199,103.22,102.0,85.0,101,0.452
0021501153,1610612738,Celtics,BOS,Boston,240:00,103.2,103.9,97.3,99.0,5.9,4.9,0.732,2.5,21.0,0.269,0.793,0.545,11.574,11.7,0.495,0.531,1.0,0.201,103.22,102.0,85.0,103,0.548
0021501154,1610612755,76ers,PHI,Philadelphia,240:00,113.3,115.1,101.0,98.9,12.2,16.1,0.775,3.1,22.7,0.26,0.66,0.454,10.584,10.8,0.528,0.56,1.0,0.195,93.26,93.5,77.92,93,0.585
0021501154,1610612740,Pelicans,NOP,New Orleans,240:00,101.0,98.9,113.3,115.1,-12.2,-16.1,0.541,1.18,15.9,0.34,0.74,0.546,18.47,18.1,0.494,0.522,1.0,0.202,93.26,93.5,77.92,94,0.415
0021501155,1610612748,Heat,MIA,Miami,240:00,114.9,116.3,96.7,96.7,18.1,19.6,0.5,2.2,18.0,,0.74,,10.734,10.9,0.577,0.593,1.0,0.198,92.58,92.0,76.67,92,0.605
0021501155,1610612765,Pistons,DET,Detroit,240:00,96.7,96.7,114.9,116.3,-18.1,-19.6,0.438,1.08,11.9,0.26,,,14.13,14.1,0.431,0.489,1.0,0.2,92.58,92.0,76.67,92,0.395
