GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021500616,1610612762,Jazz,UTA,Utah,290:00,110.4,110.2,111.6,114.8,-1.2,-4.6,0.614,2.7,18.0,0.274,0.714,0.468,9.276,9.3,0.495,0.527,1.0,0.199,90.57,89.38,74.48,108,0.456
0021500616,1610612766,Hornets,CHA,Charlotte,290:00,111.6,114.8,110.4,110.2,1.2,4.6,0.488,1.25,14.5,0.286,0.726,0.532,14.404,14.8,0.545,0.607,1.0,0.202,90.57,89.38,74.48,108,0.544
0021500617,1610612764,Wizards,WAS,Washington,240:00,107.9,106.5,113.9,116.1,-5.9,-9.6,0.676,2.78,20.9,,0.733,,9.912,9.8,0.539,0.571,1.0,0.2,92.82,92.5,77.08,92,0.492
0021500617,1610612757,Trail Blazers,POR,Portland,240:00,113.9,116.1,107.9,106.5,5.9,9.6,0.581,1.67,19.4,0.267,,,15.816,16.1,0.613,0.608,1.0,0.196,92.82,92.5,77.08,93,0.508
0021500618,1610612740,Pelicans,NOP,New Orleans,240:00,106.3,110.0,114.5,111.0,-8.2,-1.0,0.528,1.27,16.1,0.231,0.721,0.488,16.108,16.7,0.527,0.588,1.0,0.198,90.66,90.5,75.42,90,0.478
0021500618,1610612763,Grizzlies,MEM,Memphis,240:00,114.5,111.0,106.3,110.0,8.2,1.0,0.771,2.45,21.4,0.279,0.769,0.512,12.472,12.1,0.52,0.573,1.0,0.2,90.66,90.5,75.42,91,0.522
0021500619,1610612765,Pistons,DET,Detroit,240:00,106.5,107.4,114.7,119.4,-8.1,-11.9,0.429,1.64,13.6,0.414,0.791,0.574,11.603,11.7,0.468,0.487,1.0,0.2,95.8,93.5,77.92,94,0.419
0021500619,1610612741,Bulls,CHI,Chicago,240:00,114.7,119.4,106.5,107.4,8.1,11.9,0.636,2.8,21.4,0.209,0.586,0.426,10.331,10.8,0.577,0.598,1.0,0.196,95.8,93.5,77.92,93,0.581
0021500620,1610612753,Magic,ORL,Orlando,240:00,82.8,85.3,100.6,102.1,-17.8,-16.8,0.7,1.62,16.2,0.254,0.8,0.475,13.292,13.7,0.379,0.423,1.0,0.2,97.6,95.5,79.58,95,0.374
0021500620,1610612737,Hawks,ATL,Atlanta,240:00,100.6,102.1,82.8,85.3,17.8,16.8,0.756,1.82,23.4,0.2,0.746,0.525,17.454,17.7,0.569,0.581,1.0,0.199,97.6,95.5,79.58,96,0.626
