GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0021500042,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,F,,32:41,104.9,104.8,113.2,114.1,-8.3,-9.3,0.143,0.0,13.3,0.0,0.243,0.138,0.0,0.708,0.751,0.188,0.191,93.55,93.26,77.72,63,0.227
0021500042,1610612749,MIL,Milwaukee,203948,Johnny O'Bryant III,F,,27:01,102.1,98.1,107.9,107.5,-5.8,-9.4,0.067,0.0,16.7,0.0,0.143,0.078,0.0,0.2,0.2,0.086,0.093,92.17,94.16,78.47,53,0.012
0021500042,1610612749,MIL,Milwaukee,202328,Greg Monroe,C,,28:24,101.8,100.0,128.5,130.9,-26.7,-30.9,0.385,2.5,31.3,0.1,0.16,0.133,12.5,0.714,0.799,0.19,0.193,92.18,92.11,76.76,54,0.15
0021500042,1610612749,MIL,Milwaukee,203114,Khris Middleton,G,,29:13,99.7,100.0,117.3,120.0,-17.6,-20.0,0.0,0.0,0.0,0.0,0.065,0.037,15.4,0.3,0.368,0.217,0.22,91.54,90.36,75.3,55,-0.04
0021500042,1610612749,MIL,Milwaukee,203487,Michael Carter-Williams,G,,32:39,106.8,101.6,121.7,125.4,-14.9,-23.8,0.389,1.75,30.4,0.042,0.133,0.093,17.4,0.4,0.51,0.235,0.25,91.77,92.62,77.18,63,0.1
0021500042,1610612749,MIL,Milwaukee,202349,Greivis Vasquez,,,25:27,93.0,95.7,111.1,112.2,-18.1,-16.5,0.286,1.33,25.0,0.0,0.107,0.06,18.8,0.286,0.489,0.231,0.229,92.34,90.53,75.44,47,0.085
0021500042,1610612749,MIL,Milwaukee,203101,Miles Plumlee,,,14:47,81.3,82.8,87.4,86.7,-6.1,-3.9,0.0,0.0,0.0,0.176,0.0,0.079,14.3,0.6,0.68,0.206,0.215,96.24,95.78,79.82,29,0.203
0021500042,1610612749,MIL,Milwaukee,203142,Chris Copeland,,,20:32,89.8,84.6,114.7,120.5,-25.0,-35.9,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.667,0.727,0.214,0.226,90.84,91.17,75.97,39,0.076
0021500042,1610612749,MIL,Milwaukee,201573,Jerryd Bayless,,,22:10,83.7,85.0,108.8,111.9,-25.1,-26.9,0.167,0.67,25.0,0.056,0.0,0.021,37.5,0.333,0.333,0.133,0.131,90.77,88.78,73.98,40,-0.015
0021500042,1610612749,MIL,Milwaukee,1626173,Rashad Vaughn,,,3:33,51.5,50.0,50.0,50.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.258,106.55,108.17,90.14,8,-1.0
